address,suburb,price,bedrooms,bathrooms,car_garage,sqft_lot,sqft_living,year_built,date_sold,zipcode,latitude,longitude
10 Grand Boulevard,Canning Vale,575000,4,2,,770,186,1995.0,06/2020,6155,-32.08936,115.92051
10 Graydon Grove,Leda,285000,3,1,5.0,700,88,1994.0,05/2014,6170,-32.26157,115.80925
10 Greenville Street,Swanbourne,1352000,3,2,,474,213,1997.0,05/2020,6010,-31.97573,115.76591
10 Greta Court,Cooloongup,310000,3,1,2.0,716,120,1984.0,09/2017,6168,-32.3023,115.75357
10 Guernsey Court,Stratton,320000,4,2,8.0,637,149,1995.0,10/2018,6056,-31.86534,116.04537
10 Gulli Court,Mount Claremont,1850000,4,3,3.0,582,525,2005.0,09/2018,6010,-31.9566476,115.7767218
10 Gwynne Corner,Jane Brook,630000,4,2,3.0,781,231,2001.0,05/2016,6056,-31.86134,116.05078
10 Halse Place,Karrinyup,1120000,5,1,,948,297,2011.0,02/2020,6018,-31.86387388,115.7749976
10 Hampshire Drive,Jindalee,670000,5,2,2.0,715,264,2010.0,05/2016,6036,-31.6523904,115.6976219
10 Harden Park Trail,Carramar,345000,3,2,2.0,367,146,,08/2020,6031,-31.70401776,115.7947132
10 Harley Terrace,Mosman Park,1250000,4,2,2.0,683,162,1970.0,09/2017,6012,-32.01641,115.76339
10 Harmony Avenue,Clarkson,370000,4,2,2.0,546,200,2006.0,01/2019,6030,-31.68111,115.72813
10 Harrison Way,Calista,280000,3,1,2.0,809,92,,12/2010,6167,-32.24896,115.80476
10 Harwood Street,Hilton,740250,3,2,3.0,810,175,1955.0,05/2017,6163,-32.06475,115.78533
10 Hayward Parade,Coogee,740000,4,2,2.0,706,200,1995.0,06/2020,6166,-32.11673,115.77168
10 Hayward Road,Martin,870000,4,2,3.0,12076,200,2001.0,06/2008,6110,-32.06075344,116.0158878
10 Hazelmere Crescent,Hazelmere,390000,3,1,,1401,192,1948.0,05/2006,6055,-31.90250226,115.9926445
10 Heard Way,Glendalough,1100000,5,2,4.0,804,234,,05/2015,6016,-31.92160232,115.818721
10 Heathland Terrace,Ellenbrook,300000,3,2,2.0,405,142,2007.0,05/2020,6069,-31.76864707,115.9737536
10 Helena Street,Guildford,630000,4,1,3.0,920,181,1975.0,04/2016,6055,-31.90108,115.97916
10 Henderson Road,Stoneville,505000,4,2,5.0,2078,140,1980.0,08/2015,6081,-31.88132,116.17011
10 Hendy Green,Murdoch,720000,4,2,2.0,705,199,1988.0,04/2017,6150,-32.05993,115.8325
10 Hennessy Drive,Ashby,590000,4,2,2.0,620,202,2005.0,06/2014,6065,-31.73420664,115.79858
10 Henniker Way,Koondoola,340000,3,1,3.0,692,104,1970.0,04/2017,6064,-31.84306,115.86824
10 Henty Grove,Helena Valley,450000,3,2,2.0,280,88,2015.0,09/2020,6056,-31.9210256,116.033895
10 Hepworth Way,Noranda,612500,4,2,2.0,700,241,1979.0,05/2017,6062,-31.87767,115.88669
10 Heritage Terrace,Gnangara,445000,4,2,,10499,250,1994.0,08/2003,6077,-31.77777,115.86965
10 Heywood Lane,North Coogee,945000,4,3,2.0,220,203,2011.0,12/2019,6163,-32.07877819,115.7553287
10 Hibiscus Court,Churchlands,1430000,4,2,2.0,801,232,1988.0,11/2015,6018,-31.91771,115.79138
10 Hillcrest Court,Port Kennedy,225000,4,2,2.0,484,121,1996.0,04/2019,6172,-32.36176,115.75431
10 Hindmarsh Way,Edgewater,628000,4,2,2.0,776,208,2002.0,03/2019,6027,-31.75406,115.77888
10 Hindoo Elbow,Stratton,326000,3,1,1.0,490,96,,07/2016,6056,-31.86758,116.03919
10 Hodge Court,Marmion,862000,4,2,2.0,726,192,1978.0,03/2015,6020,-31.84316,115.7601
10 Hodges Street,Middle Swan,344000,3,2,1.0,248,90,2002.0,04/2013,6056,-31.873867,116.015225
10 Hodgson Street,Tuart Hill,689000,3,1,,809,161,2014.0,10/2020,6060,-31.90538698,115.8320038
10 Hodnet Bend,The Vines,540000,4,2,2.0,900,223,2010.0,11/2018,6069,-31.76233664,115.9876106
10 Hogg Avenue,Salter Point,1225000,4,2,2.0,450,291,2003.0,11/2018,6152,-32.01948,115.86007
10 Hollingsworth Avenue,Koondoola,396000,4,1,2.0,729,162,1977.0,08/2013,6064,-31.84306,115.86029
10 Hollister Way,Noranda,665000,4,2,2.0,700,302,1979.0,04/2019,6062,-31.87425,115.88113
10 Hope Crescent,Lesmurdie,815000,3,2,4.0,2413,192,1958.0,10/2020,6076,-31.98933,116.0578
10 Horner Way,Herne Hill,405000,3,1,2.0,809,123,1972.0,01/2010,6056,-31.82667,116.02243
10 Horrocks Road,Booragoon,595000,3,1,1.0,405,100,1962.0,10/2018,6154,-32.03497,115.82362
10 Horslay Way,Noranda,585000,4,2,2.0,701,205,1981.0,02/2020,6062,-31.87733,115.90369
10 Hovea Crescent,Walliston,385000,4,1,1.0,1004,118,1986.0,02/2009,6076,-31.99667,116.07086
10 Hubert Street,Guildford,675000,3,1,,372,138,1897.0,07/2015,6055,-31.90049,115.97451
10 Hugh Street,Guildford,710000,3,1,1.0,371,160,1900.0,08/2012,6055,-31.89829,115.9745
10 Hynes Court,Huntingdale,436000,4,2,2.0,603,214,2001.0,02/2018,6110,-32.08679,115.95802
10 Hynes Way,Hamilton Hill,505000,4,2,2.0,751,139,1997.0,08/2020,6163,-32.08649,115.78399
10 Indiana Parade,Singleton,795000,4,2,2.0,809,225,2006.0,03/2016,6175,-32.4458,115.75238
10 Indus Vista,Alkimos,355000,4,2,2.0,375,159,2015.0,07/2019,6038,-31.62975052,115.6989111
10 Instone Street,Hilton,507500,2,1,2.0,455,106,1977.0,12/2015,6163,-32.07333211,115.7830664
10 Iolanthe Street,Swanbourne,1170000,4,2,2.0,314,133,1994.0,11/2014,6010,-31.97537062,115.7661905
10 Irene Place,Beldon,520000,4,2,,717,185,1991.0,07/2020,6027,-31.77652,115.7649
10 Irvine Street,Peppermint Grove,2060000,3,1,2.0,1678,160,1935.0,07/2016,6011,-32.00002668,115.7627952
10 Jackman Street,Willagee,670000,4,1,2.0,482,161,1962.0,05/2017,6156,-32.04786234,115.8096135
10 James Avenue,Hazelmere,490000,3,1,3.0,1399,144,1965.0,05/2015,6055,-31.90153,115.99091
10 James Road,Swanbourne,1500000,3,1,2.0,1009,124,1951.0,11/2015,6010,-31.97967188,115.7659431
10 Janeville Place,South Guildford,710000,4,2,2.0,590,173,1998.0,05/2017,6055,-31.89987,115.98821
10 Jarman Avenue,Manning,525000,3,1,2.0,450,91,1960.0,03/2016,6152,-32.01418973,115.8668878
10 Jecks Street,Maida Vale,546000,4,2,2.0,582,150,2003.0,03/2018,6057,-31.95632,116.01892
10 Jedburgh Loop,Sinagra,315000,3,2,1.0,245,113,2008.0,10/2020,6065,-31.73989409,115.7985924
10 Jenkyn Circle,Landsdale,800000,4,2,2.0,715,293,2004.0,10/2018,6065,-31.80856562,115.8569439
10 Jimbell Street,Mosman Park,1216000,4,1,1.0,816,138,1930.0,12/2017,6012,-32.01348,115.76584
10 Jinan Road,Huntingdale,435000,4,2,2.0,500,174,2013.0,12/2016,6110,-32.08543824,115.9619335
10 Jindabyne Street,Hilbert,500000,4,2,2.0,416,200,2013.0,04/2015,6112,-32.16394601,115.9917731
10 Joel Way,Wanneroo,411000,4,2,2.0,576,140,1995.0,03/2019,6065,-31.75197,115.81777
10 John Street,Cottesloe,1900000,3,2,2.0,249,185,2002.0,06/2017,6011,-31.99483,115.75332
10 Johnson Street,Guildford,775000,4,1,5.0,668,156,1910.0,05/2016,6055,-31.90191,115.96921
10 Johnston Way,Padbury,490000,3,1,1.0,763,160,1978.0,04/2018,6025,-31.80405,115.77021
10 Jordan Street,Haynes,198000,3,2,2.0,364,132,2015.0,08/2014,6112,-32.15811856,115.9911553
10 Kabiana Way,Dayton,315000,3,2,2.0,225,104,2015.0,02/2019,6055,-31.85231344,115.9739221
10 Kakadu Rest,Bertram,430000,4,2,,663,201,2002.0,03/2017,6167,-32.24692,115.85138
10 Kallatina Drive,Iluka,857500,4,2,2.0,504,223,2012.0,05/2016,6028,-31.7296772,115.7267111
10 Kamara Court,Wanneroo,420000,4,2,2.0,684,162,1979.0,03/2020,6065,-31.76384,115.80291
10 Kaputar Court,Ballajura,340000,4,2,2.0,517,125,1996.0,07/2019,6066,-31.85258,115.91339
10 Karamarra Place,Kingsley,560000,4,2,1.0,692,180,1981.0,08/2018,6026,-31.8147,115.80594
10 Kardier Mews,Viveash,685000,4,2,2.0,900,218,1999.0,06/2011,6056,-31.87731,115.99721
10 Kardinya Road,Kardinya,720000,5,2,2.0,701,216,1990.0,11/2020,6163,-32.05926,115.818
10 Kargotich Road,Oakford,840000,4,2,2.0,20234,245,2000.0,01/2020,6121,-32.18054,115.95349
10 Kari Court,Camillo,368000,4,2,2.0,873,156,1970.0,12/2015,6111,-32.11233385,116.0007059
10 Karla Place,City Beach,1660000,5,2,2.0,821,290,1980.0,11/2019,6015,-31.90877,115.76325
10 Karst Elbow,Alexander Heights,505000,4,2,2.0,472,160,,09/2016,6064,-31.82361986,115.8553606
10 Kawina Road,Bickley,560000,3,2,6.0,19911,190,1977.0,08/2012,6076,-32.00019,116.08571
10 Keans Avenue,Sorrento,940000,3,2,2.0,564,156,1990.0,06/2018,6020,-31.82798,115.7497
10 Kearsley Rise,Murdoch,997500,4,2,2.0,747,232,1986.0,04/2018,6150,-32.06043,115.83835
10 Kenneally Circuit,Salter Point,1250000,5,3,2.0,650,294,2001.0,08/2013,6152,-32.0179,115.85985
10 Kerior Street,Mullaloo,835000,4,2,2.0,844,223,1974.0,06/2018,6027,-31.78083,115.73986
10 Kerries Link,The Vines,635000,4,2,3.0,768,223,2006.0,05/2017,6069,-31.748758,116.013715
10 Kessell Lane,Beldon,421000,4,1,1.0,744,153,1985.0,04/2018,6027,-31.77407,115.7739
10 Kiah Mews,Canning Vale,748000,4,2,2.0,700,255,2000.0,10/2019,6155,-32.09909,115.92711
10 Killaloe Place,Waterford,925000,5,2,2.0,810,293,,08/2010,6152,-32.01312,115.88735
10 Kilmaine Road,Ridgewood,422500,4,2,2.0,549,159,2007.0,02/2017,6030,-31.660153,115.719586
10 Kingsland Avenue,City Beach,1670000,5,3,2.0,1235,295,,02/2016,6015,-31.9321,115.76358
10 Kingston Heath Mews,Jandakot,965000,5,2,2.0,641,300,2005.0,11/2016,6164,-32.09701,115.85433
10 Kingsway,Nedlands,2125000,4,2,1.0,883,240,,12/2018,6009,-31.98135,115.81372
10 Kinross Crescent,Floreat,1648000,5,2,2.0,835,273,1997.0,07/2017,6014,-31.93209,115.79262
10 Kinta Street,City Beach,1346666,3,3,2.0,261,236,2012.0,05/2018,6015,-31.92866143,115.7711694
10 Kintyre Rise,Bullsbrook,565000,5,2,2.0,20003,186,2007.0,10/2017,6084,-31.61632309,116.063813
10 Kinvara Way,Ridgewood,410000,3,2,2.0,425,171,2007.0,08/2015,6030,-31.658557,115.718918
10 Kirkley Pass,Aveley,436000,4,2,2.0,510,196,2009.0,05/2020,6069,-31.77784728,115.9802951
10 Kirribilli Court,Kallaroo,850000,4,2,2.0,851,330,1993.0,12/2020,6025,-31.78958,115.74176
10 Klem Avenue,Redcliffe,440000,4,2,4.0,420,169,1997.0,02/2020,6104,-31.95092,115.95078
10 Knoll Place,Kiara,460000,4,2,4.0,594,135,1993.0,07/2016,6054,-31.88033,115.9355
10 Knutsford Street,Swanbourne,1545000,4,2,2.0,550,276,1995.0,08/2019,6010,-31.980988,115.765864
10 Koolyanga Road,Mullaloo,765000,3,2,,450,192,,06/2018,6027,-31.78376,115.74374
10 Korovin Drive,Ashby,500000,4,2,2.0,570,207,2005.0,04/2015,6065,-31.72872,115.80167
10 Kullaroo Court,Hillman,325000,4,1,1.0,699,142,1975.0,06/2013,6168,-32.28341,115.76886
10 Kunzea Close,Maida Vale,450000,4,2,2.0,451,177,2004.0,02/2019,6057,-31.95751,116.01963
10 Kunzea Rise,Jarrahdale,683000,4,2,5.0,4122,237,2011.0,03/2015,6124,-32.3483152,116.0561031
10 Kurrat Elbow,South Guildford,392000,3,1,,717,118,,07/2020,6055,-31.91357,115.9889
10 Kurrawa Street,Hillman,330000,4,1,4.0,713,124,1976.0,05/2018,6168,-32.28366041,115.7653812
10 Kwilena Avenue,Wattle Grove,620000,4,2,2.0,609,262,,05/2019,6107,-31.99577639,115.9860923
10 La Grange Loop,Currambine,575000,4,2,2.0,662,187,1995.0,06/2018,6028,-31.73632,115.7502
10 Lakelands Drive,Gnangara,910000,7,4,2.0,10657,384,1993.0,01/2017,6077,-31.78389,115.84656
10 Lakewood Avenue,Ascot,755000,4,2,2.0,385,178,1997.0,12/2014,6104,-31.93733,115.91671
10 Lambert Street,Alfred Cove,867500,3,1,1.0,504,174,1970.0,11/2019,6154,-32.03439793,115.8138179
10 Lamis Place,Brigadoon,635000,4,1,3.0,14913,152,2007.0,09/2013,6069,-31.78487942,116.090453
10 Landbeach Boulevard,Butler,470000,4,2,2.0,594,234,2007.0,11/2019,6036,-31.64619758,115.7089145
10 Lang Street,Jarrahdale,440000,3,1,3.0,2926,146,1972.0,07/2012,6124,-32.33048766,116.0526917
10 Lansby Court,Riverton,598000,4,2,2.0,436,135,1977.0,06/2018,6148,-32.03486,115.89432
10 Laslett Circle,Mundaring,649000,4,2,2.0,2009,207,1995.0,10/2014,6073,-31.89088,116.17298
10 Latham Street,Ashfield,432000,3,1,1.0,744,87,1964.0,10/2007,6054,-31.91912,115.93798
10 Lautrec Loop,Ashby,485250,3,2,2.0,450,222,2004.0,08/2016,6065,-31.7326925,115.7958042
10 Lavalle Rise,South Lake,505000,4,2,,700,278,1994.0,06/2020,6164,-32.09868,115.84631
10 Laverick Street,Haynes,210000,4,1,,559,205,2014.0,09/2012,6112,-32.1589505,115.9899546
10 Leanne Close,Woodvale,700000,4,2,2.0,703,210,1998.0,11/2018,6026,-31.79582,115.79248
10 Leatherwood Way,Huntingdale,415000,3,2,2.0,522,180,1994.0,06/2019,6110,-32.08066,115.9587
10 Ledden Court,Success,550000,4,2,3.0,762,216,2001.0,08/2020,6164,-32.13902,115.84769
10 Lee Avenue,Hilton,320000,3,1,2.0,892,84,1953.0,02/2017,6163,-32.06434105,115.7829646
10 Leghorn Road,Orelia,237500,3,1,1.0,732,120,1970.0,07/2018,6167,-32.23424,115.83085
10 Leithdale Road,Darlington,600000,4,2,2.0,2315,193,1980.0,08/2019,6070,-31.92302,116.08222
10 Letterkenny Way,Hilbert,440000,3,2,2.0,400,174,2012.0,04/2016,6112,-32.17966826,115.9887854
10 Levey Rise,Winthrop,900000,4,2,4.0,938,250,1988.0,09/2018,6150,-32.04844,115.82136
10 Leyland Street,St James,805000,4,2,2.0,722,247,2006.0,03/2019,6102,-32.00246,115.90604
10 Limerick Way,Fremantle,672000,3,2,1.0,340,130,2002.0,10/2019,6160,-32.05024558,115.7666891
10 Litoria Drive,Wandi,329000,4,2,2.0,445,183,2015.0,03/2015,6167,-32.19846043,115.8625129
10 Little Rush Close,South Lake,403000,3,1,1.0,716,136,1983.0,02/2018,6164,-32.10835,115.83004
10 LIVONIA Street,Brabham,465000,4,2,2.0,457,171,2013.0,02/2018,6055,-31.81637377,115.9680273
10 Lodge Court,Cockburn Central,475000,4,2,2.0,584,198,2000.0,12/2017,6164,-32.127958,115.846269
10 Logwood Avenue,Port Kennedy,437000,4,2,2.0,606,245,2005.0,09/2018,6172,-32.36087376,115.7486447
10 Lonnie Street,Daglish,775000,3,1,1.0,847,128,,12/2011,6008,-31.95594,115.80538
10 Looranah Street,Mount Nasura,400000,3,1,1.0,701,125,1985.0,12/2014,6112,-32.14214537,116.0245272
10 Louise Place,Gnangara,900000,3,2,2.0,10325,185,,12/2006,6077,-31.77978,115.85683
10 Lowell Street,Secret Harbour,500000,4,2,2.0,578,212,2006.0,10/2020,6173,-32.41235,115.76743
10 Lucca Court,Coogee,830000,5,2,2.0,1281,210,1993.0,03/2017,6166,-32.12046,115.77438
10 Lucinda Court,Huntingdale,467000,4,2,2.0,654,193,1998.0,07/2016,6110,-32.07849514,115.9605362
10 Mabena Place,Ocean Reef,977500,5,3,2.0,785,380,1992.0,08/2020,6027,-31.74563,115.7266
10 Macedonia Place,North Perth,645000,3,2,4.0,204,97,2000.0,08/2019,6006,-31.93022,115.85155
10 Madge Way,Leda,375000,4,2,2.0,600,137,2006.0,03/2014,6170,-32.265392,115.808827
10 Madras Crescent,Port Kennedy,355000,4,2,2.0,478,172,2001.0,10/2020,6172,-32.37507,115.74841
10 Mallaig Place,Warwick,665000,5,2,2.0,705,238,1986.0,02/2020,6024,-31.83856,115.79559
10 Mallina Circuit,Carramar,396000,4,2,2.0,502,155,1997.0,06/2017,6031,-31.70906,115.77891
10 Manhattan Avenue,Iluka,785000,4,2,2.0,736,267,1999.0,07/2020,6028,-31.7357,115.73355
10 Manston Road,Thornlie,310000,3,1,,807,100,1968.0,10/2018,6108,-32.05669,115.95645
10 Manyleaf Link,Banksia Grove,340000,3,2,2.0,440,113,2013.0,03/2019,6031,-31.69288169,115.8052473
10 Mapleton Street,Stirling,937000,4,2,6.0,822,342,2008.0,07/2020,6021,-31.89662448,115.8144646
10 Mardella Street,Coolbinia,920000,2,1,2.0,728,353,2011.0,08/2009,6050,-31.91663,115.85602
10 Mardja Loop,Mardella,87140,5,1,2.0,2047,256,2004.0,05/2003,6125,-32.30914,115.98251
10 Marengo Close,Aveley,512000,5,2,2.0,720,261,2013.0,01/2019,6069,-31.77310579,115.979805
10 Marie Court,Atwell,525000,4,2,,600,157,1995.0,10/2017,6164,-32.12757,115.86631
10 Marigold Place,Yangebup,455000,5,2,2.0,712,172,,08/2018,6164,-32.12036,115.80957
10 Marlock Place,Woodlands,1180000,4,2,4.0,845,196,1965.0,09/2018,6018,-31.90463518,115.7911471
10 Maroubra Parade,Secret Harbour,343000,3,2,2.0,612,155,2004.0,06/2019,6173,-32.4034,115.767819
10 Marra Way,South Lake,535000,4,2,2.0,548,196,2008.0,03/2016,6164,-32.114844,115.845273
10 Marsh Court,Jarrahdale,817000,4,2,3.0,21038,306,2006.0,12/2020,6124,-32.32422,116.02771
10 Marshwood Place,Sawyers Valley,385000,7,2,2.0,19996,159,1989.0,01/2006,6074,-31.8931,116.21201
10 Martini Way,Tapping,480000,4,2,2.0,574,197,2006.0,06/2019,6065,-31.72663343,115.8025165
10 Mary Street,Highgate,865000,5,1,,409,125,1920.0,03/2019,6003,-31.93789,115.86896
10 Mary Street,Watermans Bay,1700000,5,4,2.0,440,355,2009.0,12/2016,6020,-31.84862921,115.7530415
10 Massenger Street,Madeley,645000,4,2,2.0,576,239,2005.0,05/2019,6065,-31.81155,115.82687
10 Maverick Promenade,Shoalwater,420000,4,2,2.0,553,162,,04/2017,6169,-32.295409,115.719663
10 McGuigan Circle,Redcliffe,465000,3,2,2.0,488,165,,03/2019,6104,-31.9514,115.95068
10 Mckenna Drive,Cardup,760000,4,2,3.0,20439,240,2007.0,04/2020,6122,-32.24781178,115.9534751
10 McKeon Street,Redcliffe,420000,4,2,2.0,530,135,1991.0,03/2018,6104,-31.94177,115.94134
10 McLeod Street,Lockridge,365000,4,2,1.0,443,151,1996.0,09/2016,6054,-31.88544,115.95
10 McNeil Grove,Jarrahdale,405000,5,2,4.0,928,168,1999.0,06/2016,6124,-32.33793,116.06742
10 Meadow Lane,Parkerville,635000,4,2,,1851,207,1990.0,04/2014,6081,-31.87204,116.14582
10 Meath Mews,Mosman Park,810000,4,2,2.0,431,220,1997.0,08/2019,6012,-32.01971,115.76202
10 Meek Court,Gosnells,260000,4,2,1.0,958,156,1989.0,05/2019,6110,-32.08493,115.98723
10 Melbourne Close,Port Kennedy,291000,4,2,2.0,517,143,1995.0,07/2018,6172,-32.37284,115.75442
10 Meredith Way,Koondoola,355000,3,1,4.0,690,105,1978.0,05/2016,6064,-31.84804,115.86697
10 Merens Terrace,Henley Brook,585000,4,2,2.0,640,264,2003.0,09/2012,6055,-31.80104,115.97735
10 Messenger Street,Kelmscott,222500,3,1,1.0,1139,139,1970.0,11/2019,6111,-32.12969957,116.0133788
10 Midlothian Crescent,Kinross,475000,4,2,2.0,519,157,1998.0,01/2018,6028,-31.71224,115.73364
10 Midsummer Avenue,Jindalee,600000,4,2,2.0,460,221,2015.0,02/2016,6036,-31.63243163,115.6867658
10 Midway Street,Riverton,570000,3,1,1.0,344,174,1976.0,06/2017,6148,-32.0335,115.90198
10 Millenden Street,East Fremantle,1175000,4,2,2.0,620,226,1999.0,10/2017,6158,-32.04054023,115.7754427
10 Miller Place,Booragoon,930000,4,2,2.0,695,215,1982.0,11/2017,6154,-32.03877,115.83376
10 Millstream Drive,Sawyers Valley,520000,4,2,2.0,4551,225,2000.0,06/2006,6074,-31.90183,116.21276
10 Milos Loop,Spearwood,590000,4,2,2.0,658,230,1999.0,08/2020,6163,-32.11367,115.78151
10 Miltona Drive,Secret Harbour,491000,4,2,2.0,599,208,,12/2020,6173,-32.40718658,115.7701847
10 Mimbalup Close,Hillman,295000,3,1,2.0,798,96,1974.0,04/2015,6168,-32.28114,115.76163
10 Moira Mews,Stratton,375000,3,1,1.0,448,111,1995.0,03/2015,6056,-31.86334,116.04162
10 Monaco Avenue,North Lake,630000,4,2,3.0,727,200,1990.0,04/2017,6163,-32.07803,115.82077
10 Monaro Way,Hocking,510000,3,2,2.0,549,158,2003.0,03/2017,6065,-31.7733053,115.8213022
10 Monota Avenue,Shelley,720000,3,2,2.0,389,135,2004.0,03/2017,6148,-32.02886344,115.8860292
10 Monroe Turn,Success,515000,4,2,2.0,612,210,2004.0,08/2018,6164,-32.14677,115.85817
10 Moorhouse Street,Willagee,533000,3,1,2.0,756,129,1960.0,07/2017,6156,-32.04776,115.81322
10 Moyle Place,Hillarys,1330000,1,1,2.0,659,322,2014.0,09/2020,6025,-31.81414524,115.7566602
10 Murry Mews,Leda,260000,3,1,2.0,595,156,,09/2014,6170,-32.25947,115.80816
10 Myrtle Street,Walliston,408000,2,1,2.0,1021,98,1970.0,10/2006,6076,-31.99876,116.06821
10 Nankeen Elbow,Beeliar,458000,3,2,2.0,360,153,,03/2017,6164,-32.13150584,115.8147561
10 Napier Place,Brookdale,375000,3,1,2.0,947,99,1989.0,07/2015,6112,-32.16174,115.99686
10 Naree Road,Wilson,690000,3,1,,860,270,1966.0,12/2016,6107,-32.01807,115.92537
10 Narrien Loop,Hocking,532000,4,2,2.0,630,203,2003.0,10/2017,6065,-31.77342,115.82255
10 Narrier Close,South Guildford,510000,4,2,2.0,546,165,2000.0,04/2015,6055,-31.91661,115.98386
10 Nathaniel Way,Orelia,225000,3,1,1.0,731,131,1969.0,10/2020,6167,-32.23274,115.8182
10 Navigator Drive,Singleton,380000,4,2,4.0,580,155,2000.0,07/2015,6175,-32.44228,115.75699
10 Newcomen Road,Stirling,760000,4,2,2.0,510,210,1998.0,12/2017,6021,-31.89147,115.81128
10 Newell Place,Cooloongup,137500,3,1,,685,155,1978.0,11/2016,6168,-32.3017,115.75163
10 Nolan Crescent,Gwelup,1030000,4,2,2.0,491,220,,10/2018,6018,-31.86813666,115.7965122
10 Noonan Court,Willetton,550000,3,3,2.0,742,168,1981.0,02/2020,6155,-32.04921,115.90385
10 Norman Street,Bellevue,280000,3,1,1.0,751,93,1953.0,10/2014,6056,-31.89778,116.03311
10 Norrie Court,Koondoola,380000,3,1,2.0,692,125,1976.0,11/2016,6064,-31.84015,115.85723
10 North Lake Road,Alfred Cove,550000,3,2,2.0,1013,135,1930.0,11/2018,6154,-32.03259693,115.815911
10 Nunney Road,Orelia,375000,4,2,2.0,560,140,2004.0,04/2016,6167,-32.22878,115.82369
10 Oakbank Crescent,Butler,550000,4,2,2.0,595,226,2013.0,07/2019,6036,-31.63141174,115.6915441
10 Oakdene Drive,Madeley,630000,4,2,2.0,606,185,2004.0,11/2017,6065,-31.8100283,115.8240551
10 Oakfield Gardens,Parmelia,260000,3,2,2.0,577,133,,11/2018,6167,-32.24844,115.83177
10 Oakleaf Circle,Mirrabooka,430000,3,1,2.0,684,124,1987.0,03/2016,6061,-31.85538792,115.8648777
10 Ocean View Road,Edgewater,561000,4,2,2.0,742,142,1984.0,04/2017,6027,-31.76532,115.78302
10 Old Toodyay Road,Gidgegannup,425000,4,2,9.0,4051,200,1985.0,07/2015,6083,-31.79256541,116.1987377
10 Omaroo Terrace,City Beach,1550000,4,3,2.0,360,272,2015.0,01/2016,6015,-31.9289055,115.7731292
10 Onslow Road,Shenton Park,998000,3,2,2.0,268,136,1993.0,07/2018,6008,-31.96066918,115.8202765
10 Opal Place,Riverton,620000,4,1,3.0,826,138,1972.0,03/2016,6148,-32.02971239,115.8987995
10 Orient Street,South Fremantle,1500000,5,3,3.0,473,289,1900.0,05/2017,6162,-32.07182,115.75413
10 Osaka Loop,Hocking,517500,4,2,,564,227,2006.0,01/2020,6065,-31.766028,115.825423
10 Oslo Street,Hocking,537000,4,3,2.0,549,225,2007.0,11/2020,6065,-31.766704,115.825445
10 Otway Street,Swanbourne,1425010,4,2,2.0,404,218,2005.0,06/2015,6010,-31.98152,115.76918
10 Outlook Close,Helena Valley,670000,4,2,3.0,2039,250,1989.0,12/2016,6056,-31.91152174,116.0457758
10 Palermo Court,Merriwa,301500,3,1,1.0,610,75,1990.0,06/2016,6030,-31.67211,115.71485
10 Pandora Way,Waikiki,285000,4,1,1.0,702,160,1985.0,06/2018,6169,-32.30651,115.75285
10 Pannell Road,Bateman,840000,3,2,2.0,769,191,1975.0,10/2014,6150,-32.05113,115.84854
10 Panorama Place,Carramar,1175000,4,3,2.0,20400,342,1987.0,03/2017,6031,-31.68866,115.78352
10 Paris Gardens,Hocking,535000,4,2,,555,234,2010.0,08/2020,6065,-31.77514685,115.8259487
10 Park Road,Midvale,410000,4,1,2.0,684,150,1979.0,03/2016,6056,-31.88725,116.03444
10 Patenier Street,Ashby,515000,4,2,2.0,582,227,2005.0,10/2014,6065,-31.72875,115.80088
10 Paton Mews,Quinns Rocks,355000,3,1,1.0,674,117,,11/2019,6030,-31.66952,115.70794
10 Peirse Way,Marmion,1765000,4,2,2.0,503,450,2015.0,04/2016,6020,-31.84536504,115.755714
10 Pelham Lane,Henley Brook,460000,3,2,2.0,640,209,2002.0,12/2020,6055,-31.79647,115.97319
10 Pendleton Crescent,Butler,370000,4,2,2.0,510,196,2004.0,09/2020,6036,-31.64444402,115.7024781
10 Penelope Place,Innaloo,620000,2,2,1.0,341,143,1960.0,06/2018,6018,-31.88461447,115.7977679
10 Peoples Avenue,Gooseberry Hill,1000000,3,1,1.0,1498,247,2010.0,06/2019,6076,-31.95092,116.05259
